[ 2013-09-06T17:46:33+08:00 ] /xnfy520_yaomai/Public/js/jqueryUi/images/ui-bg_flat_75_ffffff_40x100.png | ERR: (ThinkException) 非法操作js
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_advert_list` [ RunTime:0.007550s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SELECT * FROM `xnfy520_yaomai_advert_list` WHERE publish=1 AND pid=9 ORDER BY sort LIMIT 1   [ RunTime:0.000284s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_system_announcement` [ RunTime:0.019679s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SELECT * FROM `xnfy520_yaomai_system_announcement` WHERE publish=1 ORDER BY sort desc LIMIT 20   [ RunTime:0.000240s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_user` [ RunTime:0.023392s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SELECT * FROM `xnfy520_yaomai_user` WHERE ( `username` = 'tianyun1' ) AND ( `email` = '182065881@qq.com' ) AND ( `id` = '42' ) AND ( `roleid` = '16' ) LIMIT 1   [ RunTime:0.000289s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_role` [ RunTime:0.020574s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SELECT * FROM `xnfy520_yaomai_role` WHERE 1=1 AND id='16' LIMIT 1   [ RunTime:0.000237s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_integral_exchange_logs` [ RunTime:0.134271s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SELECT * FROM `xnfy520_yaomai_integral_exchange_logs` WHERE 1=1 AND by_user='42'  [ RunTime:0.000236s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_user` [ RunTime:0.057922s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SELECT * FROM `xnfy520_yaomai_user` WHERE ( `username` = 'tianyun1' ) AND ( `email` = '182065881@qq.com' ) AND ( `id` = '42' ) AND ( `roleid` = '16' ) LIMIT 1   [ RunTime:0.000317s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_role` [ RunTime:0.001911s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SELECT * FROM `xnfy520_yaomai_role` WHERE 1=1 AND id='16' LIMIT 1   [ RunTime:0.000190s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_integral_exchange_logs` [ RunTime:0.016597s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SELECT * FROM `xnfy520_yaomai_integral_exchange_logs` WHERE 1=1 AND by_user='42'  [ RunTime:0.000232s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_member_order` [ RunTime:0.120599s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SELECT COUNT(*) AS tp_count FROM `xnfy520_yaomai_member_order` WHERE ( `uid` = '42' ) AND ( `commodity_type` < 3 ) AND ( `pay_type` >= 1 ) LIMIT 1   [ RunTime:0.000325s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: page ajax_page.class.php 第 20 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SELECT * FROM `xnfy520_yaomai_member_order` WHERE ( `uid` = '42' ) AND ( `commodity_type` < 3 ) AND ( `pay_type` >= 1 ) ORDER BY create_date desc LIMIT 0 ,11   [ RunTime:0.000372s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SELECT COUNT(*) AS tp_count FROM `xnfy520_yaomai_member_order` WHERE ( `uid` = '42' ) AND ( `commodity_type` < 3 ) LIMIT 1   [ RunTime:0.000264s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SELECT COUNT(*) AS tp_count FROM `xnfy520_yaomai_member_order` WHERE ( `uid` = '42' ) AND ( `commodity_type` < 3 ) AND ( `pay_type` > 0 ) LIMIT 1   [ RunTime:0.000242s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | SQL: SELECT COUNT(*) AS tp_count FROM `xnfy520_yaomai_member_order` WHERE ( `uid` = '42' ) AND ( `commodity_type` < 3 ) AND ( `pay_type` = 0 ) LIMIT 1   [ RunTime:0.000163s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Tag[ view_template ] --START--
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Run LocationTemplate Behavior [ RunTime:0.000298s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Tag[ view_template ] --END-- [ RunTime:0.000357s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Tag[ view_parse ] --START--
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [2] file_get_contents(./home/Tpl/default/Index/footer-x.html) [<a href='function.file-get-contents'>function.file-get-contents</a>]: failed to open stream: No such file or directory ThinkTemplate.class.php 第 702 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: page a425e6c80156556bf0c120e70030401b.php 第 326 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Use of undefined constant GROUP_NAME - assumed 'GROUP_NAME' a425e6c80156556bf0c120e70030401b.php 第 430 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined variable: fake_action_name a425e6c80156556bf0c120e70030401b.php 第 434 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined variable: define_fake_action_value a425e6c80156556bf0c120e70030401b.php 第 436 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: status a425e6c80156556bf0c120e70030401b.php 第 438 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: page a425e6c80156556bf0c120e70030401b.php 第 442 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: pid a425e6c80156556bf0c120e70030401b.php 第 444 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: rid a425e6c80156556bf0c120e70030401b.php 第 446 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: sid a425e6c80156556bf0c120e70030401b.php 第 448 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: cid a425e6c80156556bf0c120e70030401b.php 第 450 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: id a425e6c80156556bf0c120e70030401b.php 第 452 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: category a425e6c80156556bf0c120e70030401b.php 第 454 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: where a425e6c80156556bf0c120e70030401b.php 第 456 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: price a425e6c80156556bf0c120e70030401b.php 第 458 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: sales a425e6c80156556bf0c120e70030401b.php 第 460 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: search_key a425e6c80156556bf0c120e70030401b.php 第 462 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: type a425e6c80156556bf0c120e70030401b.php 第 466 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: search a425e6c80156556bf0c120e70030401b.php 第 468 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [8] Undefined index: when a425e6c80156556bf0c120e70030401b.php 第 470 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Run ParseTemplate Behavior [ RunTime:0.032856s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Tag[ view_parse ] --END-- [ RunTime:0.032903s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Tag[ view_filter ] --START--
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Run ContentReplace Behavior [ RunTime:0.000842s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Run TokenBuild Behavior [ RunTime:0.000339s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000219s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Run ShowRuntime Behavior [ RunTime:0.000413s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002010s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /Users/weizhang/Documents/WebServer/ThinkPHP/Extend/Library/ORG/Util/ajax_page.class.php:1) View.class.php 第 120 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /Users/weizhang/Documents/WebServer/ThinkPHP/Extend/Library/ORG/Util/ajax_page.class.php:1) View.class.php 第 121 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /Users/weizhang/Documents/WebServer/ThinkPHP/Extend/Library/ORG/Util/ajax_page.class.php:1) View.class.php 第 122 行.
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Tag[ view_end ] --START--
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Run ShowPageTrace Behavior [ RunTime:0.000407s ]
[ 2013-09-06T17:58:05+08:00 ] /xnfy520_yaomai/Member/completeOrder | INFO: Tag[ view_end ] --END-- [ RunTime:0.000463s ]
[ 2013-09-06T17:58:06+08:00 ] /xnfy520_yaomai/Public/js/jqueryUi/images/ui-bg_flat_75_ffffff_40x100.png | ERR: (ThinkException) 非法操作js
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ route_check ] --START--
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run CheckRoute Behavior [ RunTime:0.000420s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ route_check ] --END-- [ RunTime:0.000481s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ app_begin ] --START--
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000251s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000285s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_category` [ RunTime:0.002007s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_information` [ RunTime:0.001902s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_help_center_information` WHERE pid=1 and publish=1 ORDER BY sort,id  [ RunTime:0.000253s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_category` [ RunTime:0.001511s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_help_center_category` WHERE 1=1 AND id='1' LIMIT 1   [ RunTime:0.000251s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_category` [ RunTime:0.002104s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_help_center_category` WHERE 1=1 AND id='1' LIMIT 1   [ RunTime:0.000252s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_category` [ RunTime:0.002586s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_help_center_category` WHERE 1=1 AND id='1' LIMIT 1   [ RunTime:0.000250s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_category` [ RunTime:0.001717s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_help_center_category` WHERE 1=1 AND id='1' LIMIT 1   [ RunTime:0.000249s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_help_center_category` WHERE id<>1 and publish=1  [ RunTime:0.000262s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_information` [ RunTime:0.002425s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT `id`,`pid`,`name`,`sort` FROM `xnfy520_yaomai_help_center_information` WHERE publish=1 AND pid='2' ORDER BY sort,id LIMIT 4   [ RunTime:0.000646s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_information` [ RunTime:0.002392s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT `id`,`pid`,`name`,`sort` FROM `xnfy520_yaomai_help_center_information` WHERE publish=1 AND pid='3' ORDER BY sort,id LIMIT 4   [ RunTime:0.000304s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_information` [ RunTime:0.001836s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT `id`,`pid`,`name`,`sort` FROM `xnfy520_yaomai_help_center_information` WHERE publish=1 AND pid='4' ORDER BY sort,id LIMIT 4   [ RunTime:0.000303s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_information` [ RunTime:0.002014s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT `id`,`pid`,`name`,`sort` FROM `xnfy520_yaomai_help_center_information` WHERE publish=1 AND pid='5' ORDER BY sort,id LIMIT 4   [ RunTime:0.000306s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_category` [ RunTime:0.002251s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_category` WHERE publish=1 ORDER BY sort,id  [ RunTime:0.000360s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_subclass` [ RunTime:0.001926s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_subclass` WHERE publish=1 AND pid='1' ORDER BY sort,id  [ RunTime:0.000314s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_subclass` [ RunTime:0.001837s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_subclass` WHERE publish=1 AND pid='2' ORDER BY sort,id  [ RunTime:0.000254s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_subclass` [ RunTime:0.002156s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_subclass` WHERE publish=1 AND pid='3' ORDER BY sort,id  [ RunTime:0.000532s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_subclass` [ RunTime:0.001828s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_subclass` WHERE publish=1 AND pid='4' ORDER BY sort,id  [ RunTime:0.000261s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_subclass` [ RunTime:0.002050s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_subclass` WHERE publish=1 AND pid='5' ORDER BY sort,id  [ RunTime:0.000245s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_subclass` [ RunTime:0.041275s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_subclass` WHERE publish=1 AND pid='6' ORDER BY sort,id  [ RunTime:0.000295s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_user` [ RunTime:0.051977s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_user` WHERE ( `username` = 'tianyun1' ) AND ( `email` = '182065881@qq.com' ) AND ( `id` = '42' ) AND ( `roleid` = '16' ) LIMIT 1   [ RunTime:0.000376s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_role` [ RunTime:0.053649s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_role` WHERE 1=1 AND id='16' LIMIT 1   [ RunTime:0.000221s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_integral_exchange_logs` [ RunTime:0.043518s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_integral_exchange_logs` WHERE 1=1 AND by_user='42'  [ RunTime:0.000286s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_carts` [ RunTime:0.043554s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT COUNT(*) AS tp_count FROM `xnfy520_yaomai_carts` WHERE by_user=42 LIMIT 1   [ RunTime:0.000284s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_advert_list` [ RunTime:0.046692s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_advert_list` WHERE publish=1 AND pid=9 ORDER BY sort LIMIT 1   [ RunTime:0.000390s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_system_announcement` [ RunTime:0.021522s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_system_announcement` WHERE publish=1 ORDER BY sort desc LIMIT 20   [ RunTime:0.000294s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_user` [ RunTime:0.040514s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_user` WHERE ( `username` = 'tianyun1' ) AND ( `email` = '182065881@qq.com' ) AND ( `id` = '42' ) AND ( `roleid` = '16' ) LIMIT 1   [ RunTime:0.000573s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_role` [ RunTime:0.023217s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_role` WHERE 1=1 AND id='16' LIMIT 1   [ RunTime:0.000233s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_integral_exchange_logs` [ RunTime:0.021186s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_integral_exchange_logs` WHERE 1=1 AND by_user='42'  [ RunTime:0.000213s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_member_order` [ RunTime:0.032105s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT COUNT(*) AS tp_count FROM `xnfy520_yaomai_member_order` WHERE uid=42 AND commodity_type=4 LIMIT 1   [ RunTime:0.000265s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: page ajax_page.class.php 第 20 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_member_order` WHERE uid=42 AND commodity_type=4 ORDER BY create_date desc LIMIT 0 ,5   [ RunTime:0.000219s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_vote_commodity` [ RunTime:0.021138s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT `id`,`no`,`name`,`image`,`enable`,`recommend`,`sort`,`views`,`price`,`create_date`,`modify_date`,`description`,`p1`,`p2`,`p3`,`stylist_id`,`stylist_say`,`measure`,`subscribe`,`expiration_date`,`sales_volume`,`subscribe_volume`,`subscription`,`votes`,`vote`,`production_tracking` FROM `xnfy520_yaomai_vote_commodity` WHERE ( `id` = '4' ) LIMIT 1   [ RunTime:0.000271s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_template ] --START--
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run LocationTemplate Behavior [ RunTime:0.000275s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_template ] --END-- [ RunTime:0.000331s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_parse ] --START--
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [2] file_get_contents(./home/Tpl/default/Index/footer-x.html) [<a href='function.file-get-contents'>function.file-get-contents</a>]: failed to open stream: No such file or directory ThinkTemplate.class.php 第 702 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: page 807cf8ea7aafd599964f33097d725fc4.php 第 355 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Use of undefined constant GROUP_NAME - assumed 'GROUP_NAME' 807cf8ea7aafd599964f33097d725fc4.php 第 535 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined variable: fake_action_name 807cf8ea7aafd599964f33097d725fc4.php 第 539 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined variable: define_fake_action_value 807cf8ea7aafd599964f33097d725fc4.php 第 541 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: status 807cf8ea7aafd599964f33097d725fc4.php 第 543 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: page 807cf8ea7aafd599964f33097d725fc4.php 第 547 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: pid 807cf8ea7aafd599964f33097d725fc4.php 第 549 行.
